0.18208879762575417,20621,52,86,380,474,41
0.14874219446211642,29469,103,1478,1474,99,491
0.1763986312206854,10575,262,767,297,118,45
0.14422961814203028,23560,810,2962,1877,472,154
0.16713339623690532,18266,486,1128,3,308,71
0.16603613370735013,25670,829,3778,738,453,395
0.15064400025199573,31568,320,2364,1044,197,102
0.1603627699778907,14274,412,1432,855,404,487
0.16917656381736185,9233,1013,2049,981,194,71
0.19660373996639047,23053,684,423,52,180,397
0.16875261851217105,14136,708,1070,1928,307,493
0.190117617320722,2924,62,2300,1392,499,165
0.15054384306387233,17117,428,1042,819,52,263
0.17059014596515154,10329,378,2120,193,142,311
0.18677851544945767,3831,842,581,1449,8,257
0.17830809638688183,7165,439,829,1416,291,61
0.20210056641548185,25707,701,201,1851,470,508
0.15649333642812088,15789,749,2786,1502,246,15
0.16136289554030014,21038,411,3379,1002,250,11
0.17628465685603686,16720,973,2518,1786,423,493
0.1898042376191697,5465,449,121,734,327,502
0.15683677775299582,19158,169,2304,160,22,471
0.1807595990161532,11009,34,2972,716,307,430
0.18389697651717954,3510,120,1293,602,30,122
0.19864809937676128,18201,156,368,991,312,206
0.16370974901053892,21776,108,1587,234,426,484
0.16364325534406923,16126,791,3782,892,361,207
0.21996705151072832,1076,447,190,1368,288,508
0.15042389702237588,32444,170,2300,2038,24,0
0.18093760933282976,15666,84,4052,1926,315,222
0.15162063168877873,14454,929,1648,1965,278,100
0.16130310103729437,25328,153,537,132,152,104
0.21027526802968083,2817,677,3689,2022,144,491
0.1749249717656004,13945,640,3297,2043,32,152
0.21552181284326777,1322,574,3296,865,182,329
0.16045989289322302,25863,323,219,618,312,379
0.16332716943333617,22799,205,1259,1927,36,114
0.15680044669446191,30075,869,2034,1614,195,501
0.1509880251856241,30890,592,3208,368,70,285
0.14977619339760037,20446,491,905,567,307,358
0.18931029750220713,3374,507,1012,639,320,485
0.20147393638882552,3707,363,2956,57,304,360
0.15371035848052328,31065,935,1320,1519,150,142
0.16696413692533713,30030,583,2312,134,187,156
0.22799335245515642,1322,207,3953,1403,298,328
0.14583306254836997,24447,431,740,787,203,388
0.14343801627708502,32025,998,854,1050,285,63
0.1736579834476118,12630,340,3183,424,105,74
0.16633644719127255,24259,631,2300,1295,494,437
0.17087388550647364,9450,156,2349,920,278,232
0.19809309400790887,27059,220,299,1310,472,340
0.21347076765399545,4101,49,3551,1880,20,283
0.214305146560402,5858,334,3739,704,223,283
0.17222143373784718,5576,71,1487,1274,155,439
0.18112236848864685,9189,325,2893,1220,155,439
0.16913965364174646,19083,106,3454,1774,415,302
0.21533072381193671,799,283,3260,1916,135,469
0.17683399721910087,24708,39,2168,808,493,365
0.17298635660685774,26861,951,1271,816,45,406
0.1749668828319621,27672,203,117,1232,97,31
0.1810702734699178,32586,768,918,1349,206,404
0.1745822738159903,7806,307,749,1553,186,119
0.16778546435439098,21311,5,3835,773,216,236
0.15017469092756872,32445,397,2618,1277,34,354
0.17510739091500724,18674,65,3108,296,484,432
0.20393103872890536,5683,13,3970,1639,330,181
0.19987748656893023,5105,791,2,1227,340,165
0.2059073221421044,1894,65,561,904,498,459
0.20759716843193426,30905,95,303,1469,511,292
0.15765528353325253,26068,221,2780,1676,250,374
0.16073934894930175,30620,440,74,928,443,501
0.21546919359122446,2276,484,106,1591,251,251
0.18899383326496466,3782,654,2384,835,179,447
0.1792726276103539,5451,942,2695,1670,30,435
0.16560839099543412,26522,604,2656,1494,119,34
0.15541136761469262,16900,400,1174,1292,142,505
0.21579517994524464,18,786,3091,1219,351,336
0.16286176557160464,28592,351,3534,74,283,122
0.17295582376954485,26142,993,1218,1656,443,319
0.17112286108867983,18286,232,3709,614,4,2
0.1599039194188036,27198,382,3885,1603,151,276
0.19542934444083696,6686,670,3106,508,19,11
0.17891397185487723,9228,663,3172,1034,411,46
0.15993140777248516,17162,353,2490,274,150,25
0.18155045355608523,12027,626,1055,1,243,464
0.17843337886648816,9418,696,3580,1818,99,458
0.2059502842539832,4709,932,3365,961,270,238
0.182680700807794,14344,758,3576,53,353,480
0.15744519667601029,32075,686,4031,1262,420,31
0.1684761002513864,27165,654,2313,418,288,70
0.17184746766984704,22424,455,880,272,466,150
0.16338590992736515,24442,764,2774,532,450,169
0.1623842500902694,23781,375,3835,1778,492,207
0.15604587319759586,30886,983,950,1863,83,215
0.16662765683655523,25195,200,1847,1622,352,387
0.16820282823330907,14344,310,2180,677,431,44
0.16778289813351577,20353,863,2680,363,312,422
0.20048512816842232,19231,643,385,379,501,45
0.1797980256978732,7266,723,632,1191,299,37
0.1686095893245628,21065,700,3426,643,203,465
0.1483938877283339,32025,998,854,1050,285,63
0.17555024354527538,23560,810,2962,1877,472,154
0.16631912889233252,24447,431,740,787,203,388
0.14143920616279204,29469,103,1478,1474,99,491
0.16847567379535727,20446,491,905,567,307,358
0.15209231197135686,32445,397,2618,1277,34,354
0.15984339062803563,32444,170,2300,2038,24,0
0.15376532179003793,17117,428,1042,819,52,263
0.16049341245735116,31568,320,2364,1044,197,102
0.16438215104654513,30890,592,3208,368,70,285
0.1606220912377217,14454,929,1648,1965,278,100
0.15648831762542098,31065,935,1320,1519,150,142
0.1450704097722723,16900,400,1174,1292,142,505
0.1599322954140776,30886,983,950,1863,83,215
0.1739019419440493,15789,749,2786,1502,246,15
0.17599725441854386,30075,869,2034,1614,195,501
0.16723168582211323,19158,169,2304,160,22,471
0.1815574700019845,32075,686,4031,1262,420,31
0.1589164000945186,26068,221,2780,1676,250,374
0.16770235743635797,27198,382,3885,1603,151,276
