2.5522415943327204,15239,965,3812,511,491,448
0.17046107499484703,5655,943,1901,1502,313,249
0.17248732192445157,10475,19,634,1706,351,391
0.1518557044982836,30200,610,1742,837,167,422
0.18425874779840762,16071,596,642,1008,448,385
0.16560350717393843,30126,672,1232,303,157,279
0.16942856361420033,14192,620,2426,806,89,443
0.14860478361272622,31359,263,1436,169,44,404
0.1644620160949175,31280,756,1987,1743,437,360
0.16059346736689034,29320,825,1535,1805,43,37
0.1678399164158521,8872,722,246,1471,308,428
